event eta phi energy
0 2.4 -1.2 60.2893
0 2.3 -1 62.7173
0 2.7 -1.2 49.0389
0 2.4 -0.7 68.9675
0 2.1 -1.2 25.5882
0 2.4 -1.1 11.3643
0 2.2 -0.8 14.5679
0 3.1 -1 38.6456
0 2.3 -1.1 65.3961
0 2.3 -0.5 55.4541
0 2.2 -0.6 39.7272
0 0.3 2.5 138.324
0 0.3 2.3 93.0516
0 0.3 2.4 47.1208
0 0.3 2.6 38.9433
0 0.4 2.4 72.0616
0 0.1 2.4 19.637
0 0.4 2.5 12.6825
0 0.5 2.5 4.02277
0 0.2 2.3 40.9416
0 0.1 2.3 27.5058
0 0.5 2.3 47.018
0 0.8 2.3 42.5665
0 0.7 2.3 46.002
0 0.4 2.3 5.28797
0 0.3 2.7 34.0378
0 0.5 2.4 24.2595
0 0.6 2.3 32.7031
0 0.2 2.1 31.8595
0 0.1 2.6 45.6236
0 0.1 2.5 33.45
0 0 2.3 31.0621
0 0.4 2.2 53.78
0 0.2 2.5 37.6855
0 0.4 2.6 54.9793
0 0.6 2.5 38.0729
0 0.2 2.2 13.1526
0 -0.1 2.3 47.7046
0 0 2.4 39.753
0 0.2 2.7 46.6915
0 0.2 2.6 6.85808
0 2.5 1.4 102.282
0 2.2 1.4 97.4851
0 2.6 1.4 7.37883
0 2.5 1.5 43.2143
0 2.5 1.1 27.9031
0 2.4 1.2 17.5579
0 2.4 1.3 53.5912
0 2.6 1.5 67.7304
0 2.4 1.4 55.1999
0 2.9 1.4 24.0789
0 2.5 1.2 39.1406
0 2.3 1.5 49.323
0 2.5 1.3 50.4545
0 2.3 1.2 58.1732
0 2.6 1.6 72.4997
0 1.9 1.5 20.1246
0 2.7 1.5 35.1036
0 2.6 1.3 44.525
0 2.3 1.4 41.5602
0 2.2 1.3 65.1548
0 2.3 1.3 21.0286
0 2.4 1.6 29.4656
0 2 1.4 26.6273
0 2.3 1 30.7652
0 2.4 1.5 62.0565
0 2.4 1.1 40.9624
0 2.6 1.2 59.8223
0 3 1.3 28.3973
0 2.2 1.5 71.8187
0 2.4 1 61.4429
0 -0.5 -1.6 107.311
0 -0.4 -1.4 72.3696
0 -0.5 -1.4 38.9149
0 -0.4 -1.5 63.5364
0 -0.2 -1.7 50.5263
0 -0.7 -1.7 49.3922
0 -0.8 -1.4 56.0248
0 -0.6 -1.4 69.7826
0 -0.1 -1.7 72.2738
0 -0.6 -1.7 64.9241
0 -0.6 -1.5 68.2953
0 -0.7 -1.5 65.9587
0 -0.5 -1.8 54.3178
0 -0.6 -1.6 26.0284
0 -0.2 -1.4 26.8904
0 -0.4 -1.6 44.3074
0 -0.8 -1.5 28.4661
0 -0.4 -2 50.1144
0 -0.7 -1.1 40.0621
0 -0.9 -1.8 45.3264
0 -0.7 -1.6 57.8243
0 -0.3 -1.9 3.80972
0 -0.2 -1.5 16.6095
0 -0.1 -1.5 13.0891
0 -0.7 -1.8 35.0962
0 -0.3 -1.3 46.5716
0 -0.7 -1.4 62.7984
0 -0.7 -1.3 38.821
0 -0.1 -1.3 31.4936
0 -0.4 -1.8 35.9163
0 -0.9 1.7 1e-08
0 -2.2 -3.1 1e-08
0 1.1 2.7 1e-08
0 -0.1 -2.1 1e-08
0 1.9 3.1 1e-08
0 0.8 1.5 1e-08
0 0.6 -2.7 1e-08
0 2.3 -2.4 1e-08
0 0.9 2 1e-08
0 -2.7 3 1e-08
0 -2.7 3 1e-08
0 -0.7 0.5 1e-08
0 1 2.3 1e-08
0 -0.9 -0.1 1e-08
0 -2.5 -2.4 1e-08
0 -2.3 0.2 1e-08
0 2 -2.6 1e-08
0 1.5 2.6 1e-08
0 2.2 0.9 1e-08
0 -2.8 -2.1 1e-08
0 1.7 -0.2 1e-08
0 2.9 0.3 1e-08
0 2.7 1.9 1e-08
0 1.8 1.9 1e-08
0 -2.1 -2.6 1e-08
0 -1.7 2 1e-08
0 -0.5 2 1e-08
0 -2 2.6 1e-08
0 -0.9 1.1 1e-08
0 -0.4 0 1e-08
0 -2.3 3 1e-08
0 2.1 0.6 1e-08
0 0.7 1.9 1e-08
0 1.1 2.4 1e-08
0 2.9 -1.6 1e-08
0 -2.9 -0.8 1e-08
0 -2.9 0.4 1e-08
0 1.9 0.8 1e-08
0 -3 1.5 1e-08
0 -2.6 1.8 1e-08
0 1.9 2.4 1e-08
0 2 -2.8 1e-08
0 -0.1 0.4 1e-08
0 0.3 -2.9 1e-08
0 1 -1.1 1e-08
0 1 -0.1 1e-08
0 -1 -0.3 1e-08
0 -1.6 -1.8 1e-08
0 -3 0.3 1e-08
0 0.2 -2.8 1e-08
0 2.7 1.4 1e-08
0 -0.2 2.9 1e-08
0 -2.4 -1.9 1e-08
0 -0.9 1.8 1e-08
0 0.2 -0.6 1e-08
0 2.1 2.2 1e-08
0 2.1 -0.3 1e-08
0 0.1 -1.5 1e-08
0 -2.6 3.1 1e-08
0 1.4 1.3 1e-08
0 -1.9 2.2 1e-08
0 1.9 0.3 1e-08
0 -2.6 -1 1e-08
0 0 -0.5 1e-08
0 0.3 0.1 1e-08
0 -0.7 -2.6 1e-08
0 -0.1 -0.1 1e-08
0 -2.1 0.8 1e-08
0 -2.6 -1.9 1e-08
0 2.2 -0.3 1e-08
0 1.5 -0.2 1e-08
0 2.6 -1.3 1e-08
0 -0.2 2.3 1e-08
0 1.7 -0.3 1e-08
0 -0.2 2.2 1e-08
0 -2.3 -2.7 1e-08
0 0 0.9 1e-08
0 1.5 -2 1e-08
0 -1.1 -2.9 1e-08
0 -2.6 -3.1 1e-08
0 -1.5 -2.1 1e-08
0 -3 -0.3 1e-08
0 -2.6 -2.3 1e-08
0 -3 -2.5 1e-08
0 -2.7 0.3 1e-08
0 1.1 -1.9 1e-08
0 0.4 2.7 1e-08
0 0.8 0.4 1e-08
0 2.8 0.7 1e-08
0 -2.5 -3.1 1e-08
0 2.6 -2.9 1e-08
0 -0.6 0 1e-08
0 1.7 2.8 1e-08
0 -2.2 -2.3 1e-08
0 -2.6 1.8 1e-08
0 0.5 2.9 1e-08
0 -0.7 -0.6 1e-08
0 -2.5 2.1 1e-08
0 0.3 -3 1e-08
0 -2.2 -2.2 1e-08
0 -0.8 -2 1e-08
0 -2.4 -2.2 1e-08
0 -0.9 0.6 1e-08
0 -0.8 -0.8 1e-08
0 3 1 1e-08
0 0.5 1.2 1e-08
0 1.7 1.1 1e-08
0 0.9 3.1 1e-08
0 2.9 -0.2 1e-08
0 2.6 -0.5 1e-08
0 -2.3 -3 1e-08
0 2.2 0.6 1e-08
0 -3 2.1 1e-08
0 1.7 -1.7 1e-08
0 0.8 -1.8 1e-08
0 1.7 1 1e-08
0 1.2 -1.1 1e-08
0 -0.6 1.1 1e-08
0 -2.4 -0.7 1e-08
0 2.2 1.1 1e-08
0 0.5 0.7 1e-08
0 0.8 1.8 1e-08
0 1.1 -1.2 1e-08
0 -1.5 1.1 1e-08
0 2 -2.6 1e-08
0 2.3 2 1e-08
0 2.3 0.6 1e-08
0 0.3 1.3 1e-08
0 -1.7 1 1e-08
0 1.1 1.1 1e-08
0 -2.7 -2.6 1e-08
0 1.8 -2 1e-08
0 1.3 -0.7 1e-08
0 0.3 -0.6 1e-08
0 1.9 -0.3 1e-08
0 0.2 1.5 1e-08
0 -1.8 2.5 1e-08
0 2.2 -1 1e-08
0 1 3 1e-08
0 0.3 1.2 1e-08
0 2.9 -2.5 1e-08
0 1.4 -3 1e-08
0 -0.7 -3 1e-08
0 -1.9 2.6 1e-08
0 1.9 1.3 1e-08
0 2.3 -1.6 1e-08
0 -1.8 -2.3 1e-08
0 -2.9 1.6 1e-08
0 -2 3.1 1e-08
0 1.2 -0.7 1e-08
0 -1.1 0.1 1e-08
0 -0.1 1.2 1e-08
0 -2.2 -2.2 1e-08
0 1.5 1.8 1e-08
0 -2.7 -0.5 1e-08
0 0.7 0.4 1e-08
0 0.9 -0.9 1e-08
0 -1.4 2.1 1e-08
0 -1.7 2.8 1e-08
0 3 2.2 1e-08
0 -1.6 3 1e-08
0 -0.4 -2.1 1e-08
0 -2.1 -1.9 1e-08
0 2 -2.8 1e-08
0 1 -0.1 1e-08
0 -2.9 0.7 1e-08
0 2.2 -2 1e-08
0 -2.6 -1.4 1e-08
0 -2 2.6 1e-08
0 -3 2 1e-08
0 1.6 -1.5 1e-08
0 -2.1 2.4 1e-08
0 1.9 -0.8 1e-08
0 -2.6 0.9 1e-08
0 -2.3 -0.2 1e-08
0 3 2.4 1e-08
0 -2.8 2.7 1e-08
0 2.1 1.7 1e-08
0 -2 0.7 1e-08
0 0.7 -1.9 1e-08
0 -1.3 2.5 1e-08
0 0.2 1.8 1e-08
0 -1.9 -0.2 1e-08
0 3 -1.4 1e-08
0 -0.3 0.5 1e-08
0 -0.3 -2 1e-08
0 -1.9 0 1e-08
0 -3 2.3 1e-08
0 2.1 2.2 1e-08
0 2.9 -2 1e-08
0 3 0.2 1e-08
0 0.4 0.6 1e-08
0 1.9 -1.7 1e-08
0 1 -1.4 1e-08
0 0.7 -1.4 1e-08
0 -2.7 1.2 1e-08
0 -2.7 -2 1e-08
0 -1.7 1.6 1e-08
0 0.6 -1.3 1e-08
0 1.3 0.3 1e-08
0 -1.7 -2.5 1e-08
0 -0.1 3.1 1e-08
0 -0.8 0.1 1e-08
0 -1.7 2.9 1e-08
0 2.7 2.8 1e-08
0 0.1 0.3 1e-08
0 -3 0.7 1e-08
0 1.9 0.2 1e-08
0 -2.1 0.6 1e-08
0 1.6 1.5 1e-08
0 0.2 -2.8 1e-08
0 2.8 -2.1 1e-08
0 0.3 -2.2 1e-08
0 -2.2 -2.3 1e-08
0 0.5 0.8 1e-08
0 1.1 -0.9 1e-08
0 -0.4 -0.5 1e-08
0 2.9 0.1 1e-08
0 0 -1 1e-08
0 -1.3 -3 1e-08
0 2.9 -2.6 1e-08
0 2.6 -1.4 1e-08
0 -0.4 0.4 1e-08
0 2.8 2.9 1e-08
0 -1.2 0.2 1e-08
0 3 -0.6 1e-08
0 -0.1 3.1 1e-08
0 -1.9 -2.9 1e-08
0 -2.9 2.1 1e-08
0 -2.9 1 1e-08
0 -0.9 0.6 1e-08
0 3 2.2 1e-08
0 -2.8 -3.1 1e-08
0 1.2 2.2 1e-08
0 0.9 2.1 1e-08
0 2.8 3.1 1e-08
0 -2 -0.5 1e-08
0 2.9 2.8 1e-08
0 -2.6 -2.2 1e-08
0 -2.4 1.6 1e-08
0 3 -3.1 1e-08
0 -0.7 1.7 1e-08
0 1.4 -1.1 1e-08
0 2.1 -0.1 1e-08
0 2.3 -1.6 1e-08
0 0.5 -0.5 1e-08
0 -0.1 -0.8 1e-08
0 2.5 0.8 1e-08
0 0.3 0.1 1e-08
0 1.8 -2.8 1e-08
0 2.3 -1.6 1e-08
0 -2.6 -1 1e-08
0 2.6 1 1e-08
0 -1 -2.4 1e-08
0 -2.4 0.6 1e-08
0 1 -1.2 1e-08
0 -0.2 1.8 1e-08
0 -1.6 2.7 1e-08
0 2.2 -2 1e-08
0 0.3 -1.7 1e-08
0 0.5 -0.7 1e-08
0 -1.5 -0.2 1e-08
0 2 0.9 1e-08
0 -2 0.2 1e-08
0 0.1 -0.8 1e-08
0 -0.7 -2.3 1e-08
0 -1.6 0.6 1e-08
0 2.9 -2.3 1e-08
0 0.4 0.3 1e-08
0 -0.1 0.4 1e-08
0 -0.7 1.6 1e-08
0 0.4 -3 1e-08
0 -0.3 2.8 1e-08
0 -1.9 2.5 1e-08
0 2.4 1.7 1e-08
0 -2.8 2.7 1e-08
0 1.6 2.8 1e-08
0 2 2.5 1e-08
0 2.8 1.1 1e-08
0 1.7 -0.2 1e-08
0 -0.4 -3 1e-08
0 0.3 -0.4 1e-08
0 2.7 0.7 1e-08
0 2 2.3 1e-08
0 -2.9 -0.5 1e-08
0 0.7 -2 1e-08
0 1.9 -0.2 1e-08
0 0.5 -1.2 1e-08
0 -3 2.3 1e-08
0 1.1 1 1e-08
0 -0.9 -1.2 1e-08
0 0.2 -0.5 1e-08
0 -1.7 -2.5 1e-08
0 -2.2 0 1e-08
0 -2.9 -2.7 1e-08
0 -2.8 -0.1 1e-08
0 1.9 1.6 1e-08
0 1.2 2.8 1e-08
0 0.8 0 1e-08
0 1.8 0.4 1e-08
0 -1.1 -0.1 1e-08
0 -2.4 -1.1 1e-08
0 2.7 2.9 1e-08
0 0.2 -1.1 1e-08
0 2.1 2.3 1e-08
0 -0.9 1 1e-08
0 0.5 1.1 1e-08
0 -2.4 -1.4 1e-08
0 1.5 -2 1e-08
0 0.6 -2.7 1e-08
0 -2.6 -1.2 1e-08
0 -1.9 -2.7 1e-08
0 1.7 -0.4 1e-08
0 2.9 2 1e-08
0 -1.6 0.7 1e-08
0 -3 1.2 1e-08
0 1 -0.7 1e-08
0 1.4 -1.8 1e-08
0 -2.9 2.3 1e-08
0 -1.7 -1.9 1e-08
0 -1.8 1.2 1e-08
0 2.5 -1.7 1e-08
0 2.8 2.8 1e-08
0 -3 2 1e-08
0 1.7 -1.1 1e-08
0 -2.2 -0.6 1e-08
0 2.7 -1.7 1e-08
0 0.3 -2.6 1e-08
0 -2.6 -2.7 1e-08
0 -2.1 0.8 1e-08
0 3 1.9 1e-08
0 -1.6 1.2 1e-08
0 1.5 0.8 1e-08
0 1.9 1.4 1e-08
0 -1.3 -2.7 1e-08
0 -0.4 -2.8 1e-08
0 -1.8 -0.2 1e-08
0 -2.3 -3 1e-08
0 -2.8 -2.2 1e-08
0 0.3 1.8 1e-08
0 2 -1.8 1e-08
0 2.4 2.4 1e-08
0 1.1 -1.3 1e-08
0 -2.7 -0.9 1e-08
0 1.6 -0.7 1e-08
0 -2.8 2.4 1e-08
0 -3 2.9 1e-08
0 -0.3 0.5 1e-08
0 -2.8 0.3 1e-08
0 -2.8 0.3 1e-08
0 -2.9 -1.8 1e-08
0 2.6 -2.1 1e-08
0 1.9 -2.6 1e-08
0 -2.3 -0.5 1e-08
0 -0.3 -0.2 1e-08
0 -2.1 -2.9 1e-08
0 1 0.1 1e-08
0 0.8 0.4 1e-08
0 2.3 -1.8 1e-08
0 -2.8 -2.1 1e-08
0 -0.1 3 1e-08
0 2.8 0.7 1e-08
0 0.1 0.1 1e-08
0 -2.7 0.8 1e-08
0 1.6 3.1 1e-08
0 -0.4 1.3 1e-08
0 -1.6 2.5 1e-08
0 -0.9 1.8 1e-08
0 -2.2 -3.1 1e-08
0 -1.6 -2.2 1e-08
0 0.6 -2.7 1e-08
0 2.5 3 1e-08
0 1.9 -1.3 1e-08
0 1.3 -1 1e-08
0 2.2 2.3 1e-08
0 -0.5 -2.9 1e-08
0 -0.1 -0.8 1e-08
0 -0.8 -1.2 1e-08
0 -1.8 -2.2 1e-08
0 -3 -0.5 1e-08
0 0.5 -2.7 1e-08
0 -1.1 -2 1e-08
0 0.9 -2 1e-08
0 2.9 2 1e-08
0 -3 -2.5 1e-08
0 -2.9 2 1e-08
0 2.4 -1.4 1e-08
0 1.3 -0.7 1e-08
0 -1.3 2.1 1e-08
0 -1.6 1.8 1e-08
0 -1.1 -0.6 1e-08
0 -2.5 -1.5 1e-08
0 -0.2 -2.4 1e-08
0 0 0.4 1e-08
0 0.2 -1.5 1e-08
0 2.9 2.9 1e-08
0 -2.4 -0.6 1e-08
0 0.9 0.1 1e-08
0 0.9 -1.7 1e-08
0 -0.4 -2.8 1e-08
0 1.4 0.4 1e-08
0 1.7 3.1 1e-08
0 -2.7 0.1 1e-08
0 1.5 0.6 1e-08
0 -1.8 1 1e-08
0 -0.4 0.8 1e-08
0 0.4 1.8 1e-08
0 -3 0.9 1e-08
0 -2.1 -2.5 1e-08
0 -2.3 2.6 1e-08
0 -2.5 0.6 1e-08
0 -2.7 2.1 1e-08
0 3 2.5 1e-08
0 -1.1 -1.1 1e-08
0 2.9 2.7 1e-08
0 -1.7 -2.8 1e-08
0 1.6 -3 1e-08
0 2.9 -0.4 1e-08
0 0.7 -3.1 1e-08
0 -2.7 -1 1e-08
0 0.1 -0.1 1e-08
0 -2.8 -0.5 1e-08
0 1.2 -1.6 1e-08
0 -0.9 -0.1 1e-08
0 -1.8 1 1e-08
0 -2.4 -1.2 1e-08
0 0.3 -2.2 1e-08
0 -1 1.1 1e-08
0 -3 3.1 1e-08
0 0 -3 1e-08
0 -2.2 -2.9 1e-08
0 -1.4 1 1e-08
0 1.9 -1.4 1e-08
0 1 -2.8 1e-08
0 0.2 2.8 1e-08
0 0.6 0.1 1e-08
0 -2.7 1.2 1e-08
0 -2.3 -2.8 1e-08
0 1.5 2 1e-08
0 -0.9 -3.1 1e-08
0 0.1 0.2 1e-08
0 -0.7 0.8 1e-08
0 2.6 -0.5 1e-08
0 -0.4 -2.9 1e-08
0 -2.7 1.7 1e-08
0 1.3 1 1e-08
0 -0.9 -1.2 1e-08
0 1.7 0.3 1e-08
0 -2.4 -1.6 1e-08
0 0.5 1.2 1e-08
0 0.5 1.1 1e-08
0 2.2 2.5 1e-08
0 -0.5 -0.5 1e-08
0 2.2 0.3 1e-08
0 0.4 1.7 1e-08
0 2.4 2.2 1e-08
0 -0.6 1.7 1e-08
0 -1.5 3 1e-08
0 2.6 3.1 1e-08
0 0.1 1.1 1e-08
0 -2.5 -0.1 1e-08
0 0.6 2.7 1e-08
0 -1.1 -1 1e-08
0 0.1 0.4 1e-08
0 2.6 -3 1e-08
0 -0.3 -1.8 1e-08
0 -2.6 -2 1e-08
0 2.2 -1.2 1e-08
0 2.8 1.9 1e-08
0 2.2 0.8 1e-08
0 -3 -0.6 1e-08
0 2.8 2.5 1e-08
0 2.7 2.9 1e-08
0 -2.4 -1.1 1e-08
0 -2.8 -2 1e-08
0 2.3 2.1 1e-08
0 -3 2 1e-08
0 0.7 -1.8 1e-08
0 -2.6 -1.9 1e-08
0 -0.9 1 1e-08
0 -1.3 -1.2 1e-08
0 1.1 -1.4 1e-08
0 1.3 1.7 1e-08
0 2 -0.6 1e-08
0 -0.9 -0.4 1e-08
0 2.8 -3.1 1e-08
0 -1.2 3.1 1e-08
0 -1.2 0.4 1e-08
0 -1.3 2.9 1e-08
0 -0.1 -2.1 1e-08
0 -1.9 2.3 1e-08
0 1 1.5 1e-08
0 2.3 -2.4 1e-08
0 1.9 -3 1e-08
0 2 -2 1e-08
0 -0.1 -2.8 1e-08
0 -2.2 -0.6 1e-08
0 -2.3 -3 1e-08
0 -0.7 -0.9 1e-08
0 1.2 0.3 1e-08
0 2.4 2 1e-08
0 1.7 2.2 1e-08
0 1.1 1.4 1e-08
0 1.4 2 1e-08
0 -2.7 -0.2 1e-08
0 -2.8 -1.9 1e-08
0 -1.6 3.1 1e-08
0 2.9 0.5 1e-08
0 -2.3 -2.9 1e-08
0 -3 2.5 1e-08
0 -0.5 3 1e-08
0 1.4 -2 1e-08
0 2.9 -2.2 1e-08
0 2.8 2.9 1e-08
0 1.5 3.1 1e-08
0 0.7 2.6 1e-08
0 -2.3 -0.9 1e-08
0 2.4 -2 1e-08
0 0.7 -3.1 1e-08
0 1 3 1e-08
0 2 3 1e-08
0 -1.1 -0.9 1e-08
0 1.6 1.5 1e-08
0 0.5 -1.8 1e-08
0 -2.1 2.4 1e-08
0 -2.2 -2.2 1e-08
0 -0.4 0.8 1e-08
0 -0.8 -0.7 1e-08
0 0.1 -1.4 1e-08
0 2.6 2.9 1e-08
0 1.2 -0.5 1e-08
0 0.3 -2.4 1e-08
0 0.6 2.4 1e-08
0 0.6 0.1 1e-08
0 1.1 0.4 1e-08
0 1.9 -0.2 1e-08
0 -1.5 -0.9 1e-08
0 1.5 0.2 1e-08
0 0.3 -0.8 1e-08
0 -0.6 0.8 1e-08
0 -1 2.9 1e-08
0 -2.4 2.7 1e-08
0 2.1 1.8 1e-08
0 -1.1 -0.7 1e-08
0 -1.6 1 1e-08
0 -1.7 -3.1 1e-08
0 -3 3.1 1e-08
0 -1 3.1 1e-08
0 0.7 -2.2 1e-08
0 2.9 2.4 1e-08
0 -0.6 -0.3 1e-08
0 0.2 0.9 1e-08
0 1.6 2.9 1e-08
0 2 2.3 1e-08
0 -0.5 0.3 1e-08
0 0 -1.2 1e-08
0 2.5 -0.6 1e-08
0 -1.4 0.9 1e-08
0 1.3 2.1 1e-08
0 1.8 2.2 1e-08
0 2.7 -0.1 1e-08
0 -2.2 -0.9 1e-08
0 0.2 -2.3 1e-08
0 0.1 -1.5 1e-08
0 -0.9 -0.2 1e-08
0 1.1 2.9 1e-08
0 -1.1 -0.5 1e-08
0 0.1 -0.2 1e-08
0 -0.5 -2.7 1e-08
0 1.2 -2 1e-08
0 -1 -1.5 1e-08
0 2.9 1.8 1e-08
0 -0.9 -0.2 1e-08
0 -2.5 0 1e-08
0 -2.4 -1.9 1e-08
0 -1 2.9 1e-08
0 -1.9 -1.7 1e-08
0 3 2 1e-08
0 2.5 -2.7 1e-08
0 1.2 -2.7 1e-08
0 -2.8 0.4 1e-08
0 -1.6 1.2 1e-08
0 1.4 -1.7 1e-08
0 2.6 1.1 1e-08
0 -2.8 3 1e-08
0 0.6 -0.5 1e-08
0 -0.7 -0.9 1e-08
0 1.3 2 1e-08
0 -3 1.4 1e-08
0 2.4 -0.4 1e-08
0 -1.2 -2 1e-08
0 -1.6 -2.6 1e-08
0 1.3 -2.3 1e-08
0 2.1 -1.4 1e-08
0 -0.4 1 1e-08
0 0.7 -1.8 1e-08
0 0.5 -3.1 1e-08
0 2.5 -2.7 1e-08
0 -2.5 0.6 1e-08
0 -1 0.9 1e-08
0 -1.7 -1.8 1e-08
0 -2.5 -0.5 1e-08
0 2.4 1.9 1e-08
0 -0.7 -2.8 1e-08
0 1.1 0.3 1e-08
0 0.3 0.8 1e-08
0 -2.2 -1.3 1e-08
0 -0.7 -2.7 1e-08
