event eta phi energy
0 -2.6 0 1e-08
0 1.1 0.3 1e-08
0 0.5 1.2 1e-08
0 -0.2 0.5 1e-08
0 -2.6 0.9 1e-08
0 -0.7 -1.8 1e-08
0 -3 0 1e-08
0 -1.9 -3 1e-08
0 2.5 1.5 1e-08
0 -0.3 -0.5 1e-08
0 1.6 -0.4 1e-08
0 -1.9 0.5 1e-08
0 -2.2 -1.1 1e-08
0 -0.1 2.8 1e-08
0 2.6 -2.7 1e-08
0 0.7 0.1 1e-08
0 0.8 -2.3 1e-08
0 0.9 -2.3 1e-08
0 0.9 -1.5 1e-08
0 -0.7 0.6 1e-08
0 1 0.3 1e-08
0 -2.9 -2 1e-08
0 3 0.5 1e-08
0 0.8 0.6 1e-08
0 0.1 -1.1 1e-08
0 -0.6 2.4 1e-08
0 1.7 0.6 1e-08
0 -2.9 -3.1 1e-08
0 1.2 -1.5 1e-08
0 1.4 3.1 1e-08
0 2 0.8 1e-08
0 2.5 -2.8 1e-08
0 1.5 -0.8 1e-08
0 -2.8 1.7 1e-08
0 2.1 -1 1e-08
0 -2.6 -1.7 1e-08
0 -2.1 -0.6 1e-08
0 0.2 2 1e-08
0 -2.8 -2.4 1e-08
0 0.5 2.1 1e-08
0 -1.8 -1.6 1e-08
0 3 -1.5 1e-08
0 2.4 2.2 1e-08
0 -1.2 -2.9 1e-08
0 1.3 -1.9 1e-08
0 0.1 -3 1e-08
0 1.1 2 1e-08
0 1.9 -0.1 1e-08
0 0.2 1.8 1e-08
0 -1 1.3 1e-08
0 -0.5 2 1e-08
0 2.7 0.3 1e-08
0 1.3 -0.8 1e-08
0 0.9 -2.9 1e-08
0 -2.1 2.4 1e-08
0 1.4 2.9 1e-08
0 -0.4 -2.3 1e-08
0 -0.4 -0.2 1e-08
0 -0.5 -1.4 1e-08
0 -1.4 2.9 1e-08
0 1.9 3 1e-08
0 3 2.8 1e-08
0 -1.5 -3.1 1e-08
0 -0.3 1.1 1e-08
0 0 -3 1e-08
0 2 -2.5 1e-08
0 -2.5 2.5 1e-08
0 -0.3 2.6 1e-08
0 0.3 1.6 1e-08
0 1.9 0.2 1e-08
0 -2.7 -2.8 1e-08
0 2.4 -2.2 1e-08
0 -0.1 -2.7 1e-08
0 -1.3 2.7 1e-08
0 0 0.4 1e-08
0 1.8 0.9 1e-08
0 -1.2 -2.8 1e-08
0 -1.5 1.3 1e-08
0 1 0.7 1e-08
0 -2.1 1.9 1e-08
0 1 2.2 1e-08
0 1.9 -2.7 1e-08
0 -2.6 2.5 1e-08
0 1.6 -2.7 1e-08
0 2.1 1.7 1e-08
0 1.1 -1.7 1e-08
0 -0.2 2.7 1e-08
0 1 -0.3 1e-08
0 2.4 0.5 1e-08
0 -2.9 1.7 1e-08
0 -0.9 0.7 1e-08
0 -1.7 0.9 1e-08
0 0.4 1.9 1e-08
0 2.8 -0.6 1e-08
0 3 1.5 1e-08
0 -0.3 -0.7 1e-08
0 -2.3 0.2 1e-08
0 2 2.6 1e-08
0 2 -0.3 1e-08
0 -1.4 1 1e-08
0 1.6 1 1e-08
0 0 2.1 1e-08
0 0.7 -0.3 1e-08
0 0.3 -0.8 1e-08
0 1 2.6 1e-08
0 -1.4 -2.4 1e-08
0 2.8 1.2 1e-08
0 -0.3 0.8 1e-08
0 -0.8 -1.6 1e-08
0 -1.2 1.3 1e-08
0 -2.8 0 1e-08
0 -2.6 -2.4 1e-08
0 3 -0.9 1e-08
0 1.6 2.5 1e-08
0 -0.6 2 1e-08
0 -0.9 -1.5 1e-08
0 -0.8 1.6 1e-08
0 0.5 -0.1 1e-08
0 1.1 -1.1 1e-08
0 2.2 2.1 1e-08
0 -2.1 -1.1 1e-08
0 2.7 -2.5 1e-08
0 -1.6 2.3 1e-08
0 -0.9 3.1 1e-08
0 -2.9 2.1 1e-08
0 0.1 -0.1 1e-08
0 2.8 2.9 1e-08
0 1.1 2.3 1e-08
0 -0.3 -1.1 1e-08
0 -2.7 -0.3 1e-08
0 -1.7 -1 1e-08
0 0.3 -1.1 1e-08
0 2.4 -0.1 1e-08
0 -1.5 3 1e-08
0 2.5 -1.7 1e-08
0 -1.1 -1.3 1e-08
0 -2.2 -2.5 1e-08
0 -1.9 -1.2 1e-08
0 2.3 -0.7 1e-08
0 1.8 -1.9 1e-08
0 3 2.4 1e-08
0 -2.4 -0.9 1e-08
0 0.3 1.2 1e-08
0 0.9 -0.9 1e-08
0 -2.6 -1.9 1e-08
0 1.3 1.5 1e-08
0 1.6 -1.6 1e-08
0 1 2.4 1e-08
0 -0.8 0.2 1e-08
0 0 -1.2 1e-08
0 0.7 -3 1e-08
0 1.1 -0.4 1e-08
0 -1.6 3.1 1e-08
0 -1.2 0 1e-08
0 1.5 2.5 1e-08
0 -2.8 -0.5 1e-08
0 -1.7 -0.1 1e-08
0 -2 -2.6 1e-08
0 -0.7 -3 1e-08
0 -1 0.2 1e-08
0 -0.1 2.4 1e-08
0 -0.3 0 1e-08
0 -0.6 2.4 1e-08
0 -0.6 2.2 1e-08
0 2 2.8 1e-08
0 -1.6 0.9 1e-08
0 0 -2.7 1e-08
0 1.7 -2.9 1e-08
0 1.2 2.8 1e-08
0 1.2 1.7 1e-08
0 -1.9 -3.1 1e-08
0 2.1 2.6 1e-08
0 -1.6 -2 1e-08
0 1.4 -2.1 1e-08
0 3 3 1e-08
0 1 -3 1e-08
0 1.6 -0.9 1e-08
0 0.1 1.5 1e-08
0 0.4 -1.3 1e-08
0 -0.5 3 1e-08
0 -0.8 0.1 1e-08
0 2.1 2.9 1e-08
0 -1.5 -0.1 1e-08
0 -0.4 -0.8 1e-08
0 -1.8 0.3 1e-08
0 -1.5 0.3 1e-08
0 2.3 -1.6 1e-08
0 -2.1 -1.8 1e-08
0 -2.3 1.6 1e-08
0 -2.1 -0.1 1e-08
0 0.3 2.4 1e-08
0 -2.9 0.3 1e-08
0 -1.1 1.8 1e-08
0 2.3 1.5 1e-08
0 -2.5 -1.3 1e-08
0 0.8 0.5 1e-08
0 1.3 0.9 1e-08
0 -1.6 3 1e-08
0 2.8 -1.3 1e-08
0 3 0.4 1e-08
0 2.1 -2.2 1e-08
0 -0.2 0.7 1e-08
0 -1.9 -1 1e-08
0 0.6 2.1 1e-08
0 -1.9 -3 1e-08
0 -1.2 -2.4 1e-08
0 -1.4 2.4 1e-08
0 -0.8 2.5 1e-08
0 -0.6 2.4 1e-08
0 0.9 -1.7 1e-08
0 0.2 -1.3 1e-08
0 -2.5 2.7 1e-08
0 -2.3 -0.9 1e-08
0 -2.6 0.9 1e-08
0 1.2 -1 1e-08
0 -0.8 -1.2 1e-08
0 0.2 -2.5 1e-08
0 -0.1 -1.1 1e-08
0 1.3 2.4 1e-08
0 -0.7 2.2 1e-08
0 -0.2 0.2 1e-08
0 0 -1.5 1e-08
0 0.5 -2.8 1e-08
0 2.8 1.7 1e-08
0 -2.8 0 1e-08
0 -2.7 0.4 1e-08
0 2.8 0.8 1e-08
0 0.2 1.2 1e-08
0 -1.9 0.3 1e-08
0 1 -2.2 1e-08
0 2.7 -2 1e-08
0 0.5 2.2 1e-08
0 -2.4 1.1 1e-08
0 1.8 1 1e-08
0 -3 -1.9 1e-08
0 0.8 -2.9 1e-08
0 1.1 1.1 1e-08
0 1 -0.7 1e-08
0 1 0.8 1e-08
0 2.8 3.1 1e-08
0 -2.4 -2.7 1e-08
0 -0.5 2.8 1e-08
0 1.3 -0.2 1e-08
0 -2.8 1.6 1e-08
0 1.1 -1.8 1e-08
0 -0.6 2.9 1e-08
0 -2.9 2.7 1e-08
0 2.1 1 1e-08
0 2.2 1 1e-08
0 -0.3 -1.2 1e-08
0 -0.9 -1.4 1e-08
0 -1.6 -3 1e-08
0 0.9 1.3 1e-08
0 0.7 -2.4 1e-08
0 -0.3 2.7 1e-08
0 -2.3 -0.6 1e-08
0 -1.5 1.8 1e-08
0 1 -3 1e-08
0 -0.1 2.6 1e-08
0 1.2 0.8 1e-08
0 0.5 0.8 1e-08
0 1.4 0.9 1e-08
0 -0.2 0.7 1e-08
0 -1.5 1.9 1e-08
0 -1.7 -0.3 1e-08
0 2.3 -1.9 1e-08
0 0.1 -2.4 1e-08
0 0.5 -1.5 1e-08
0 -1.8 0.3 1e-08
0 2.1 0.1 1e-08
0 0.4 1 1e-08
0 3 -2 1e-08
0 -2.3 -2.7 1e-08
0 0.7 -1.2 1e-08
0 2.4 1.9 1e-08
0 -0.4 0.2 1e-08
0 -0.3 0.8 1e-08
0 0.4 2.9 1e-08
0 2.5 1.3 1e-08
0 -0.8 1.2 1e-08
0 -1.8 0.7 1e-08
0 -0.5 2 1e-08
0 1.6 1.3 1e-08
0 -0.8 2 1e-08
0 1.5 -2.8 1e-08
0 0.2 0.7 1e-08
0 -1.4 1.9 1e-08
0 -1.6 2.5 1e-08
0 -1.5 -1.9 1e-08
0 -3 2.2 1e-08
0 0.7 2.2 1e-08
0 -2.2 2.3 1e-08
0 1.3 -2.6 1e-08
0 -2.9 1.8 1e-08
0 -2.9 0 1e-08
0 -2.6 1.7 1e-08
0 2.3 2.4 1e-08
0 2.3 2.3 1e-08
0 -0.3 2.5 1e-08
0 0.3 -2.8 1e-08
0 0.6 0.4 1e-08
0 1.7 -1.3 1e-08
0 -2.8 -0.6 1e-08
0 -1.3 1.9 1e-08
0 0 1.2 1e-08
0 0 -0.3 1e-08
1 -2 -0.6 121.52
1 -1.8 -0.2 93.3473
1 -2.1 -0.8 88.2193
1 -2.1 -0.6 38.2682
1 -0.5 -1.6 90.1014
1 -0.5 -1.8 114.441
1 -0.4 -1.6 98.768
1 -1.2 1.1 1e-08
1 1.4 0.5 1e-08
1 0.2 1.9 1e-08
1 3 -1.1 1e-08
1 0.6 1.6 1e-08
1 1.8 -2.7 1e-08
1 0.3 -3.1 1e-08
1 1.7 1.2 1e-08
1 2.8 0.1 1e-08
1 -0.9 -0.1 1e-08
1 -0.4 3.1 1e-08
1 0.6 1.8 1e-08
1 2.9 -0.1 1e-08
1 -2.5 3 1e-08
1 -2.3 0.8 1e-08
1 -1.9 -1.8 1e-08
1 -3 -0.8 1e-08
1 -1 1.4 1e-08
1 -0.8 -3 1e-08
1 -2.2 0.5 1e-08
1 1.4 2.3 1e-08
1 -2.2 -2.8 1e-08
1 -0.6 -1.6 1e-08
1 -0.2 2.3 1e-08
1 -0.3 -2.7 1e-08
1 -1.1 0 1e-08
1 1.5 1.2 1e-08
1 2.9 -1.1 1e-08
1 1.9 -2.8 1e-08
1 1.5 -1.2 1e-08
1 -2.5 2.7 1e-08
1 1.5 -2.5 1e-08
1 1.3 -1.8 1e-08
1 2.8 1.6 1e-08
1 1.5 0.1 1e-08
1 -2.5 0.9 1e-08
1 0.2 1.6 1e-08
1 2.2 -2.9 1e-08
1 -2.5 1 1e-08
1 2.8 -0.1 1e-08
1 2.2 -2.6 1e-08
1 1.3 2.2 1e-08
1 1.9 1.4 1e-08
1 -0.6 0.9 1e-08
1 0.1 -0.8 1e-08
1 -0.9 0.6 1e-08
1 -2.5 -1.4 1e-08
1 -0.2 0.8 1e-08
1 -2 -1.3 1e-08
1 -0.7 2.5 1e-08
1 2.6 2.5 1e-08
1 -0.3 -0.4 1e-08
1 0.1 -0.8 1e-08
1 -0.6 3 1e-08
1 -0.8 -2.4 1e-08
1 -1.6 1.2 1e-08
1 2.8 2.6 1e-08
1 -2.7 1 1e-08
1 2.6 -2.7 1e-08
1 2.8 -0.2 1e-08
1 -0.2 -1.5 1e-08
1 -0.4 -1.3 1e-08
1 1.5 -2.7 1e-08
1 -2 -0.4 1e-08
1 -1.3 0.3 1e-08
1 0.9 3 1e-08
1 -1.9 -0.5 1e-08
1 2.7 1.4 1e-08
1 -1.1 1.5 1e-08
1 2.9 -3 1e-08
1 -1.5 1.7 1e-08
1 -0.3 1.8 1e-08
1 -1.6 -1.1 1e-08
1 -0.7 1.2 1e-08
1 -2.8 -0.6 1e-08
1 2.7 -0.4 1e-08
1 0.1 -2.5 1e-08
1 -1.9 -0.1 1e-08
1 -1.3 0.7 1e-08
1 2.7 -1.5 1e-08
1 3 -1.8 1e-08
1 2.4 -1.8 1e-08
1 -1.4 -0.3 1e-08
1 1.9 -2.6 1e-08
1 2.2 1.8 1e-08
1 2 -1.9 1e-08
1 -2.4 2.2 1e-08
1 -2.2 1.2 1e-08
1 0.9 0 1e-08
1 -0.8 2.6 1e-08
1 -1.8 0.8 1e-08
1 -0.9 2 1e-08
1 0.2 3 1e-08
1 1 2.9 1e-08
1 -2.4 -0.4 1e-08
1 -2.9 -1.3 1e-08
1 -1.1 1.1 1e-08
1 -0.2 3.1 1e-08
1 -0.1 -2.4 1e-08
1 -2.9 1.2 1e-08
1 -0.7 -0.1 1e-08
1 1.5 -2.7 1e-08
1 1.8 -1.2 1e-08
1 -3 -2.4 1e-08
1 1.2 -2 1e-08
1 -2.5 -0.9 1e-08
1 1.5 0.1 1e-08
1 1.3 2 1e-08
1 -3 1.9 1e-08
1 -1 0.6 1e-08
1 -0.4 -0.3 1e-08
1 -1.4 -0.5 1e-08
1 -1.4 -0.5 1e-08
1 2.5 0.8 1e-08
1 0.4 2.6 1e-08
1 1.7 -1.8 1e-08
1 0.3 1.2 1e-08
1 -3 -2 1e-08
1 1 1.6 1e-08
1 0.2 1.4 1e-08
1 0.6 -0.2 1e-08
1 2.1 -2.8 1e-08
1 1.5 0.3 1e-08
1 -2.4 -0.4 1e-08
1 1.7 3.1 1e-08
1 -1.5 -1.4 1e-08
1 -0.4 1.6 1e-08
1 2.7 2.7 1e-08
1 -0.8 -0.3 1e-08
1 -0.1 0.6 1e-08
1 -0.9 -1.8 1e-08
1 2.4 2.2 1e-08
1 -2.9 -2 1e-08
1 1.7 1.7 1e-08
1 -0.1 -2.4 1e-08
1 0.5 -1 1e-08
1 0.1 -2.8 1e-08
1 -1.8 -2 1e-08
1 -0.9 -1.8 1e-08
1 -2.3 -2.3 1e-08
1 0.2 0.4 1e-08
1 -0.3 -2.7 1e-08
1 -0.1 2.4 1e-08
1 2.6 -2.1 1e-08
1 -1.2 0.2 1e-08
1 -0.9 1.8 1e-08
1 -1.6 1.8 1e-08
1 2.8 1.2 1e-08
1 -2 -1.2 1e-08
1 0.6 -1 1e-08
1 -0.9 -2.1 1e-08
1 1.6 1.7 1e-08
1 2.9 -2.3 1e-08
1 -2.2 2.4 1e-08
1 -1 -1.1 1e-08
1 1.8 1.7 1e-08
1 -2.7 2 1e-08
1 0.5 -3 1e-08
1 -2.6 0.4 1e-08
1 -3 1 1e-08
1 -0.1 2.5 1e-08
1 -2.1 -2.5 1e-08
1 -2.9 -0.5 1e-08
1 1.7 -2.1 1e-08
1 0.1 -3 1e-08
1 -2.7 1 1e-08
1 -2.1 -2.7 1e-08
1 2.6 -1.9 1e-08
1 -0.5 -2.6 1e-08
1 0.5 -2.7 1e-08
1 0.7 -2.3 1e-08
1 -0.4 0.2 1e-08
1 2.9 -1.3 1e-08
1 0.8 -2 1e-08
1 2.9 -1.6 1e-08
1 2 -2.5 1e-08
1 3 -0.7 1e-08
1 1 0.3 1e-08
1 -2.2 1.9 1e-08
1 -2.8 2 1e-08
1 -0.8 0.6 1e-08
1 1.5 0.1 1e-08
1 -0.9 0.4 1e-08
1 -1.2 2.7 1e-08
1 -2.5 -0.1 1e-08
1 -1.1 3 1e-08
1 -2.3 0.3 1e-08
1 2 -0.7 1e-08
1 -1.6 1.7 1e-08
1 0.2 -2.1 1e-08
1 -2.4 0.1 1e-08
1 -0.1 0.5 1e-08
1 2.7 1.5 1e-08
1 2.1 2.2 1e-08
1 -1 -2.1 1e-08
1 2.1 3 1e-08
1 -2.8 1.7 1e-08
1 -1.6 1.5 1e-08
1 1.1 -0.2 1e-08
1 -1.8 -2.5 1e-08
1 2.9 1.3 1e-08
1 -0.6 0.1 1e-08
1 1.3 0.6 1e-08
1 0.1 -2.5 1e-08
1 -2.3 1.4 1e-08
1 1.3 -0.9 1e-08
1 -2.7 -0.4 1e-08
1 0.1 -3 1e-08
1 1.1 -1.2 1e-08
1 2 3 1e-08
1 -0.2 0 1e-08
1 -0.1 2.8 1e-08
1 1.3 2.3 1e-08
1 -2.3 2.8 1e-08
1 -1.5 2.8 1e-08
1 0.1 -2.6 1e-08
1 -0.2 -2.5 1e-08
1 -2.6 -0.4 1e-08
1 1.8 -1.9 1e-08
1 -1.6 1.9 1e-08
1 0 2.5 1e-08
1 2.3 0.8 1e-08
1 1 -0.9 1e-08
1 -0.4 0.4 1e-08
1 0 2.9 1e-08
1 -1 1.8 1e-08
1 1 -1.5 1e-08
1 -2.7 -1.9 1e-08
1 1.7 -2.7 1e-08
1 -1.3 -1.5 1e-08
1 -2 1.8 1e-08
1 2.9 1.7 1e-08
1 -2.2 2.2 1e-08
1 1.2 -3.1 1e-08
1 -1 2 1e-08
1 -2.9 -2.1 1e-08
1 -0.1 1.4 1e-08
1 2.4 2.6 1e-08
1 1.1 -1.8 1e-08
1 -0.8 0.7 1e-08
1 -2.3 1.2 1e-08
1 -2.4 0.4 1e-08
1 -1.4 -1.7 1e-08
1 -0.6 1.1 1e-08
1 0.3 1.1 1e-08
1 0.5 0.8 1e-08
1 -2.8 -0.5 1e-08
1 1.8 0.5 1e-08
1 2.4 -2.5 1e-08
1 -2 2.8 1e-08
1 2.6 -2.6 1e-08
1 -1.4 -3.1 1e-08
1 2.8 2.2 1e-08
1 -1.1 -1.8 1e-08
1 3 -1.8 1e-08
1 0.3 -2.7 1e-08
1 2.5 -0.6 1e-08
1 -0.3 0.8 1e-08
1 -1.6 -0.6 1e-08
1 0.3 -2.5 1e-08
1 0.8 -3 1e-08
1 -1.1 3.1 1e-08
1 -2 -2.9 1e-08
1 -0.8 -2.7 1e-08
1 0.3 -2.9 1e-08
1 2.7 1 1e-08
1 1 0.3 1e-08
1 0.7 0.7 1e-08
1 0.1 -2.3 1e-08
1 -1.1 2 1e-08
1 -2.6 2.1 1e-08
1 2.5 0.5 1e-08
1 -0.9 0.6 1e-08
1 2.8 -1.6 1e-08
1 0.2 -2.5 1e-08
1 2.7 0.6 1e-08
1 2.1 2.3 1e-08
1 -2.5 2.2 1e-08
1 -0.9 -2 1e-08
1 -1.8 -0.1 1e-08
1 -0.6 2.9 1e-08
1 -2 -1.9 1e-08
1 1.3 0.7 1e-08
1 -3 -1 1e-08
1 2.2 0.9 1e-08
1 -3 -0.6 1e-08
1 1.4 -0.3 1e-08
1 -0.6 0 1e-08
1 2.4 0.9 1e-08
1 -1 -2.2 1e-08
1 1.8 -1.7 1e-08
1 2.5 0.3 1e-08
1 1.7 -0.4 1e-08
1 1.6 -0.8 1e-08
1 -1.3 2.6 1e-08
1 -2.6 -1.8 1e-08
1 0.2 0.8 1e-08
1 0.4 -2.8 1e-08
1 -2.1 -2.8 1e-08
1 2.8 -1.4 1e-08
1 2.4 1.1 1e-08
1 -0.2 0.5 1e-08
1 0.2 3 1e-08
1 2.9 -0.9 1e-08
1 0.5 -2.6 1e-08
1 -1.4 -1.7 1e-08
1 -0.3 -2.6 1e-08
1 1.1 -1 1e-08
1 2.5 -1.6 1e-08
1 -1.4 -2.2 1e-08
1 2 -0.8 1e-08
1 -0.6 2.4 1e-08
1 0.8 -1.7 1e-08
1 2.4 -1.7 1e-08
1 -0.8 -2.1 1e-08
1 -3 1.8 1e-08
1 1 -2.4 1e-08
1 -2.6 -2.4 1e-08
1 0.9 2.2 1e-08
1 1.3 2.4 1e-08
1 -2.7 2.7 1e-08
1 -2.1 -2.8 1e-08
1 0.7 0.6 1e-08
1 -1.9 -1.7 1e-08
1 1.9 3.1 1e-08
1 -0.6 -1.8 1e-08
1 0.3 -0.6 1e-08
1 -0.1 -0.9 1e-08
1 -2 -1.2 1e-08
1 -1.6 0.9 1e-08
1 -1.2 -3 1e-08
1 2.1 -1.5 1e-08
1 -1.6 1.5 1e-08
1 2.9 -1.3 1e-08
1 2.3 2.5 1e-08
1 -2.4 -0.5 1e-08
1 1.3 1.5 1e-08
1 -2.5 2.7 1e-08
1 3 -1.1 1e-08
1 0.3 -2.7 1e-08
1 1.9 0.4 1e-08
1 -2.9 2.7 1e-08
1 1.8 1.4 1e-08
1 -1.7 -2.8 1e-08
1 -0.7 1 1e-08
1 -1.2 -2.9 1e-08
1 -2.9 0.6 1e-08
1 1.3 2.8 1e-08
1 -1.4 0.1 1e-08
1 1.9 0.1 1e-08
1 1.9 0 1e-08
1 -2.9 -1.8 1e-08
1 0.2 -1.3 1e-08
1 0.6 -0.6 1e-08
1 0.6 2.2 1e-08
1 -1.7 0.6 1e-08
1 -3 2.6 1e-08
1 1 1.7 1e-08
2 0.2 0.3 94.8436
2 0.4 0 56.0957
2 0.3 0.7 117.388
2 0.1 0.5 50.5174
2 0.4 0.2 38.6482
2 0.3 0.2 51.0443
2 0 0.4 41.9002
2 0.6 0.5 49.2117
2 0 0.5 20.2806
2 0.3 0.4 66.024
2 0.2 0.4 36.067
2 0.1 0.4 37.2061
2 0.7 -1.6 98.3179
2 0.3 -1.6 131.719
2 0.7 -1.8 94.0016
2 0.9 -1.7 29.9201
2 0.7 -2 44.4823
2 0.7 -1.7 34.888
2 0.8 -1.4 8.06795
2 0.6 -2.1 80.8663
2 0.8 -1.9 38.403
2 0.4 -2.8 1e-08
2 -2.9 -1.4 1e-08
2 -0.7 2.1 1e-08
2 0.5 -0.9 1e-08
2 1.5 2.8 1e-08
2 -2.6 -2.2 1e-08
2 1.6 -0.7 1e-08
2 1.6 2 1e-08
2 0.3 -1.5 1e-08
2 -0.5 3.1 1e-08
2 1.5 2.5 1e-08
2 -0.2 1.7 1e-08
2 0.8 -1.7 1e-08
2 -2 -0.3 1e-08
2 -2.2 2.4 1e-08
2 -1.9 -0.7 1e-08
2 1.2 -0.7 1e-08
2 1.5 0.6 1e-08
2 -2.4 1.9 1e-08
2 -0.7 -2.8 1e-08
2 0.8 2.4 1e-08
2 -1.3 1 1e-08
2 1.2 -1.4 1e-08
2 -0.7 0.3 1e-08
2 -1.7 -2.9 1e-08
2 2.9 0.8 1e-08
2 -0.4 -0.9 1e-08
2 0.9 -0.6 1e-08
2 1.1 0.6 1e-08
2 2 -1.9 1e-08
2 -1.4 -0.6 1e-08
2 1.1 -3.1 1e-08
2 -2.3 2.8 1e-08
2 2.1 -1.4 1e-08
2 1.5 0.9 1e-08
2 -0.6 -0.7 1e-08
2 -2.5 1.2 1e-08
2 -0.4 -1.8 1e-08
2 0.8 -2.1 1e-08
2 -0.5 0.8 1e-08
2 -3 1.4 1e-08
2 -0.9 -2.3 1e-08
2 2.7 -0.8 1e-08
2 0.2 -1.9 1e-08
2 1.8 -1.8 1e-08
2 2.2 -3 1e-08
2 0.2 2.7 1e-08
2 1.7 -0.1 1e-08
2 -0.2 -2.1 1e-08
2 0.8 -2.7 1e-08
2 -1.5 -1.2 1e-08
2 2 -2.9 1e-08
2 -0.1 1.6 1e-08
2 0.1 0.2 1e-08
2 0.5 -1.5 1e-08
2 2.2 -3.1 1e-08
2 2.1 0.3 1e-08
2 0 2 1e-08
2 -2.8 1.3 1e-08
2 -1.3 -0.9 1e-08
2 0.8 0.3 1e-08
2 1.2 0.1 1e-08
2 2.7 2.7 1e-08
2 2.1 1.2 1e-08
2 -0.3 -0.5 1e-08
2 2.5 2.7 1e-08
2 2 1.7 1e-08
2 -1.8 -0.8 1e-08
2 -0.5 2.7 1e-08
2 0.3 1.3 1e-08
2 0.9 2.8 1e-08
2 0.2 -0.2 1e-08
2 -1.7 -0.6 1e-08
2 2.9 1.9 1e-08
2 -1 -0.3 1e-08
2 1.9 -0.4 1e-08
2 -1 -2 1e-08
2 1.9 0.2 1e-08
2 2.3 -1.5 1e-08
2 1.7 3.1 1e-08
2 0.7 -0.3 1e-08
2 -2.2 3.1 1e-08
2 2.6 1.6 1e-08
2 0.9 1.6 1e-08
2 0.4 2 1e-08
2 3 -1 1e-08
2 2.7 -0.3 1e-08
2 -2.2 -2.5 1e-08
2 -2.4 -1.4 1e-08
2 -0.9 1.3 1e-08
2 -1.1 -2.3 1e-08
2 1.6 -1 1e-08
2 -3 2.1 1e-08
2 2.4 -0.4 1e-08
2 1.2 -0.7 1e-08
2 1.6 1.4 1e-08
2 -3 -2.2 1e-08
2 -2 0.7 1e-08
2 2.9 0.2 1e-08
2 0.2 0.8 1e-08
2 1.3 -2.1 1e-08
2 2.3 -1 1e-08
2 2.5 0.9 1e-08
2 -0.1 -2 1e-08
2 2.6 2.8 1e-08
2 -2.4 -2.8 1e-08
2 -0.7 3.1 1e-08
2 -2 -2.3 1e-08
2 1.7 0.5 1e-08
2 -1.5 -0.5 1e-08
2 -2.7 -1.4 1e-08
2 2.4 -2.8 1e-08
2 -2 -1 1e-08
2 2 1.3 1e-08
2 -1.2 0.7 1e-08
2 1.1 2.4 1e-08
2 -0.5 1.7 1e-08
2 -2.4 3 1e-08
2 -0.6 3.1 1e-08
2 -2.1 3 1e-08
2 1.8 0.2 1e-08
2 -1.7 -2 1e-08
2 -0.9 0.9 1e-08
2 2.2 -1 1e-08
2 -1.1 1.8 1e-08
2 0.3 -2.8 1e-08
2 -0.5 -3.1 1e-08
2 -2.2 -2.6 1e-08
2 -3 1.7 1e-08
2 -0.9 0.4 1e-08
2 1.5 2.2 1e-08
2 -1.7 -1.9 1e-08
2 3 -1.5 1e-08
2 2.1 0.4 1e-08
2 2.8 -0.9 1e-08
